ì˙ïtÇØ,èIíl
2014/1/10,15792.34
2014/1/10,15772.41
2014/1/10,15777.43
2014/1/10,15785.97
2014/1/10,15797.04
2014/1/10,15805.79
2014/1/10,15808.18
2014/1/10,15812.15
2014/1/10,15812.2
2014/1/10,15809.48
2014/1/10,15799.23
2014/1/10,15813.25
2014/1/10,15826.69
2014/1/10,15816.65
2014/1/10,15810.38
2014/1/10,15810.42
2014/1/10,15824.62
2014/1/10,15846.84
2014/1/10,15851.26
2014/1/10,15886.61
2014/1/10,15906.63
2014/1/10,15899.38
2014/1/10,15866.23
2014/1/10,15864.21
2014/1/10,15891.83
2014/1/10,15862.57
2014/1/10,15867.88
2014/1/10,15831.89
2014/1/10,15837.79
2014/1/10,15838.6
2014/1/10,15843.91
2014/1/10,15854.64
2014/1/10,15858.68
2014/1/10,15868.14
2014/1/10,15866.84
2014/1/10,15867.83
2014/1/10,15866.2
2014/1/10,15866.16
2014/1/10,15852.38
2014/1/10,15858.39
2014/1/10,15834.66
2014/1/10,15839.75
2014/1/10,15863.78
2014/1/10,15876.63
2014/1/10,15866.84
2014/1/10,15867.83
2014/1/10,15885
2014/1/10,15895.24
2014/1/10,15916.18
2014/1/10,15912.06
2014/1/14,15533.16
2014/1/14,15500.89
2014/1/14,15539.68
2014/1/14,15502.83
2014/1/14,15531.78
2014/1/14,15513.14
2014/1/14,15520.06
2014/1/14,15530.4
2014/1/14,15518.21
2014/1/14,15536.08
2014/1/14,15538.08
2014/1/14,15523.38
2014/1/14,15526.97
2014/1/14,15527.63
2014/1/14,15519.56
2014/1/14,15520.19
2014/1/14,15528.36
2014/1/14,15533.18
2014/1/14,15545.51
2014/1/14,15543.37
2014/1/14,15547.85
2014/1/14,15547.04
2014/1/14,15537.3
2014/1/14,15561.08
2014/1/14,15567.52
2014/1/14,15565.09
2014/1/14,15571.99
2014/1/14,15585.07
2014/1/14,15581.56
2014/1/14,15584.79
2014/1/14,15585.89
2014/1/14,15566.7
2014/1/14,15542.59
2014/1/14,15534.79
2014/1/14,15545.8
2014/1/14,15542.51
2014/1/14,15553.53
2014/1/14,15556.48
2014/1/14,15554.67
2014/1/14,15539.49
2014/1/14,15524.53
2014/1/14,15525.94
2014/1/14,15522.09
2014/1/14,15509.53
2014/1/14,15488.02
2014/1/14,15494.57
2014/1/14,15486.53
2014/1/14,15401.51
2014/1/14,15396.7
2014/1/14,15409.27
2014/1/14,15428.91
2014/1/14,15424.96
2014/1/14,15413.49
2014/1/14,15416.71
2014/1/14,15427.47
2014/1/14,15425.42
2014/1/14,15406.49
2014/1/14,15384.8
2014/1/14,15394.68
2014/1/14,15421.23
2014/1/14,15419.03
2014/1/14,15422.4
2014/1/15,15685.76
2014/1/15,15659.04
2014/1/15,15652.62
2014/1/15,15661.03
2014/1/15,15654.16
2014/1/15,15640.54
2014/1/15,15643.57
2014/1/15,15657.52
2014/1/15,15661.7
2014/1/15,15670.78
2014/1/15,15673.94
2014/1/15,15663.73
2014/1/15,15679.13
2014/1/15,15706.19
2014/1/15,15719.17
2014/1/15,15705.11
2014/1/15,15698.8
2014/1/15,15697.28
2014/1/15,15702.71
2014/1/15,15692.33
2014/1/15,15671.57
2014/1/15,15676.74
2014/1/15,15676.81
2014/1/15,15680.84
2014/1/15,15659.95
2014/1/15,15665.35
2014/1/15,15665.23
2014/1/15,15678.16
2014/1/15,15695.31
2014/1/15,15691.3
2014/1/15,15695.56
2014/1/15,15706.07
2014/1/15,15684.51
2014/1/15,15661.04
2014/1/15,15675.11
2014/1/15,15682.08
2014/1/15,15682.6
2014/1/15,15677.69
2014/1/15,15693.15
2014/1/15,15699.22
2014/1/15,15729.56
2014/1/15,15736.66
2014/1/15,15769.08
2014/1/15,15764.41
2014/1/15,15775.93
2014/1/15,15768.68
2014/1/15,15762.86
2014/1/15,15767.42
2014/1/15,15768.27
2014/1/15,15784.6
2014/1/15,15787.66
2014/1/15,15764.39
2014/1/15,15766.4
2014/1/15,15763.66
2014/1/15,15747.69
2014/1/15,15738.21
2014/1/15,15751.05
2014/1/15,15770.65
2014/1/15,15757.23
2014/1/15,15765.05
2014/1/15,15800.67
2014/1/15,15808.73
2014/1/16,15871.05
2014/1/16,15892.72
2014/1/16,15884.48
2014/1/16,15872.55
2014/1/16,15905.38
2014/1/16,15897.85
2014/1/16,15913.64
2014/1/16,15920.7
2014/1/16,15918.94
2014/1/16,15926.39
2014/1/16,15911.11
2014/1/16,15908.59
2014/1/16,15898
2014/1/16,15904.22
2014/1/16,15894.63
2014/1/16,15869.52
2014/1/16,15870.51
2014/1/16,15881.53
2014/1/16,15877.47
2014/1/16,15871.55
2014/1/16,15851.84
2014/1/16,15843.48
2014/1/16,15849.49
2014/1/16,15867.3
2014/1/16,15872.19
2014/1/16,15872.48
2014/1/16,15881.15
2014/1/16,15881.11
2014/1/16,15876.82
2014/1/16,15878.97
2014/1/16,15879.81
2014/1/16,15889.36
2014/1/16,15865.23
2014/1/16,15851.58
2014/1/16,15863.22
2014/1/16,15862.51
2014/1/16,15856.7
2014/1/16,15825.85
2014/1/16,15822.11
2014/1/16,15836.06
2014/1/16,15834.7
2014/1/16,15790.24
2014/1/16,15785.64
2014/1/16,15755.71
2014/1/16,15765.52
2014/1/16,15776.27
2014/1/16,15763.89
2014/1/16,15752.04
2014/1/16,15739.85
2014/1/16,15743.85
2014/1/16,15766.06
2014/1/16,15768.7
2014/1/16,15779.5
2014/1/16,15765.36
2014/1/16,15710.14
2014/1/16,15737.09
2014/1/16,15758.32
2014/1/16,15766.82
2014/1/16,15767.83
2014/1/16,15747.82
2014/1/16,15761.92
2014/1/16,15747.2
2014/1/17,15687.54
2014/1/17,15683.64
2014/1/17,15681.08
2014/1/17,15670.71
2014/1/17,15708.55
2014/1/17,15691.75
2014/1/17,15660.34
2014/1/17,15662.45
2014/1/17,15666.54
2014/1/17,15689.31
2014/1/17,15701.69
2014/1/17,15722.19
2014/1/17,15704.01
2014/1/17,15692.07
2014/1/17,15703.72
2014/1/17,15682.12
2014/1/17,15688.89
2014/1/17,15646.58
2014/1/17,15655.99
2014/1/17,15672.32
2014/1/17,15658.5
2014/1/17,15643.9
2014/1/17,15632.24
2014/1/17,15625.62
2014/1/17,15644.68
2014/1/17,15643.11
2014/1/17,15655.96
2014/1/17,15650.66
2014/1/17,15653.42
2014/1/17,15645.71
2014/1/17,15639.19
2014/1/17,15748.49
2014/1/17,15749.7
2014/1/17,15724.35
2014/1/17,15730.88
2014/1/17,15722.48
2014/1/17,15729.54
2014/1/17,15723.63
2014/1/17,15734.14
2014/1/17,15734.47
2014/1/17,15726.38
2014/1/17,15733.65
2014/1/17,15737.88
2014/1/17,15727.79
2014/1/17,15746.62
2014/1/17,15765.44
2014/1/17,15766.62
2014/1/17,15782.82
2014/1/17,15769.35
2014/1/17,15768.24
2014/1/17,15773.72
2014/1/17,15776.54
2014/1/17,15768.01
2014/1/17,15756.91
2014/1/17,15754.74
2014/1/17,15750.56
2014/1/17,15762.9
2014/1/17,15757.11
2014/1/17,15748.66
2014/1/17,15736.54
2014/1/17,15740.52
2014/1/17,15734.46
2014/1/20,15700.51
2014/1/20,15661.17
2014/1/20,15671.62
2014/1/20,15642.82
2014/1/20,15634.11
2014/1/20,15633.27
2014/1/20,15641.64
2014/1/20,15662.73
2014/1/20,15642.28
2014/1/20,15652.07
2014/1/20,15655.98
2014/1/20,15629.35
2014/1/20,15617.89
2014/1/20,15592.48
2014/1/20,15580.61
2014/1/20,15587.28
2014/1/20,15592.01
2014/1/20,15600.88
2014/1/20,15593.3
2014/1/20,15614.46
2014/1/20,15620.5
2014/1/20,15621.46
2014/1/20,15611.62
2014/1/20,15614.04
2014/1/20,15635.09
2014/1/20,15643.52
2014/1/20,15664.4
2014/1/20,15648.58
2014/1/20,15651.29
2014/1/20,15633.49
2014/1/20,15636.79
2014/1/20,15618.05
2014/1/20,15626.15
2014/1/20,15635.02
2014/1/20,15640.61
2014/1/20,15632.82
2014/1/20,15632.45
2014/1/20,15625.64
2014/1/20,15633.31
2014/1/20,15646.29
2014/1/20,15650.22
2014/1/20,15646.35
2014/1/20,15640.75
2014/1/20,15651.38
2014/1/20,15649.14
2014/1/20,15667.68
2014/1/20,15671.64
2014/1/20,15660.7
2014/1/20,15642.92
2014/1/20,15634.55
2014/1/20,15647.88
2014/1/20,15641.02
2014/1/20,15657.51
2014/1/20,15664.35
2014/1/20,15655.88
2014/1/20,15662.42
2014/1/20,15660.68
2014/1/20,15652.67
2014/1/20,15653.75
2014/1/20,15649.68
2014/1/20,15651.38
2014/1/20,15641.68
2014/1/21,15722.44
2014/1/21,15752.42
2014/1/21,15750.54
2014/1/21,15784.59
2014/1/21,15779.76
2014/1/21,15808.74
2014/1/21,15804.53
2014/1/21,15804.68
2014/1/21,15795.8
2014/1/21,15786.56
2014/1/21,15795.03
2014/1/21,15789.86
2014/1/21,15786.85
2014/1/21,15782.19
2014/1/21,15810.73
2014/1/21,15813.22
2014/1/21,15816.63
2014/1/21,15813.48
2014/1/21,15815.39
2014/1/21,15811.36
2014/1/21,15821.33
2014/1/21,15830.45
2014/1/21,15852.19
2014/1/21,15852.34
2014/1/21,15872.04
2014/1/21,15872.48
2014/1/21,15853.55
2014/1/21,15851.8
2014/1/21,15856.01
2014/1/21,15862.53
2014/1/21,15872.62
2014/1/21,15889.43
2014/1/21,15885.13
2014/1/21,15880.39
2014/1/21,15858.73
2014/1/21,15852.83
2014/1/21,15848.22
2014/1/21,15852.39
2014/1/21,15860.89
2014/1/21,15868.61
2014/1/21,15871.23
2014/1/21,15868.24
2014/1/21,15867.26
2014/1/21,15860.16
2014/1/21,15859.54
2014/1/21,15864.13
2014/1/21,15866.85
2014/1/21,15860.58
2014/1/21,15855.47
2014/1/21,15874.68
2014/1/21,15866.28
2014/1/21,15866.93
2014/1/21,15857.84
2014/1/21,15829.78
2014/1/21,15810.11
2014/1/21,15817.79
2014/1/21,15832.86
2014/1/21,15828.97
2014/1/21,15817.41
2014/1/21,15829.65
2014/1/21,15793.25
2014/1/21,15795.96
2014/1/22,15741.78
2014/1/22,15756.75
2014/1/22,15760.37
2014/1/22,15756.55
2014/1/22,15761.72
2014/1/22,15776.93
2014/1/22,15753.31
2014/1/22,15734.87
2014/1/22,15767.52
2014/1/22,15750.19
2014/1/22,15746.72
2014/1/22,15761.83
2014/1/22,15747.25
2014/1/22,15758.01
2014/1/22,15783.6
2014/1/22,15796.41
2014/1/22,15795.36
2014/1/22,15794.47
2014/1/22,15799.33
2014/1/22,15806.94
2014/1/22,15812.16
2014/1/22,15803.25
2014/1/22,15805.44
2014/1/22,15796.72
2014/1/22,15798.23
2014/1/22,15788.68
2014/1/22,15768.45
2014/1/22,15781.84
2014/1/22,15781.74
2014/1/22,15794.26
2014/1/22,15801.14
2014/1/22,15772.8
2014/1/22,15759.31
2014/1/22,15715.42
2014/1/22,15658.77
2014/1/22,15669.41
2014/1/22,15650.88
2014/1/22,15669.69
2014/1/22,15650.57
2014/1/22,15672.12
2014/1/22,15673.03
2014/1/22,15672.29
2014/1/22,15688.01
2014/1/22,15683.59
2014/1/22,15690.78
2014/1/22,15724.58
2014/1/22,15744.38
2014/1/22,15739.33
2014/1/22,15742.54
2014/1/22,15782
2014/1/22,15807.2
2014/1/22,15852.97
2014/1/22,15866.13
2014/1/22,15842.03
2014/1/22,15852.78
2014/1/22,15862.23
2014/1/22,15846.29
2014/1/22,15833.84
2014/1/22,15824.92
2014/1/22,15828.46
2014/1/22,15839.35
2014/1/22,15820.96
2014/1/23,15886.3
2014/1/23,15884.22
2014/1/23,15891.05
2014/1/23,15892.97
2014/1/23,15898.26
2014/1/23,15946.29
2014/1/23,15946.1
2014/1/23,15942.77
2014/1/23,15939.8
2014/1/23,15926
2014/1/23,15919.45
2014/1/23,15924.2
2014/1/23,15900.25
2014/1/23,15922.68
2014/1/23,15921.01
2014/1/23,15913.2
2014/1/23,15919.87
2014/1/23,15918.55
2014/1/23,15926.55
2014/1/23,15939.13
2014/1/23,15931.38
2014/1/23,15895.24
2014/1/23,15883.56
2014/1/23,15878.6
2014/1/23,15874.14
2014/1/23,15841.94
2014/1/23,15858.56
2014/1/23,15871.61
2014/1/23,15875.47
2014/1/23,15861.82
2014/1/23,15858.57
2014/1/23,15809.51
2014/1/23,15769.43
2014/1/23,15792.86
2014/1/23,15801.93
2014/1/23,15797.12
2014/1/23,15811.22
2014/1/23,15814.64
2014/1/23,15825.38
2014/1/23,15800.49
2014/1/23,15783.65
2014/1/23,15789.41
2014/1/23,15765.34
2014/1/23,15760.5
2014/1/23,15755.44
2014/1/23,15777.66
2014/1/23,15768.64
2014/1/23,15743.96
2014/1/23,15717.41
2014/1/23,15729.44
2014/1/23,15715.71
2014/1/23,15724.47
2014/1/23,15739.37
2014/1/23,15736.95
2014/1/23,15740.02
2014/1/23,15760.51
2014/1/23,15740.11
2014/1/23,15730.65
2014/1/23,15703.66
2014/1/23,15711.94
2014/1/23,15703.15
2014/1/23,15695.89
2014/1/24,15419.59
2014/1/24,15422.7
2014/1/24,15446.63
2014/1/24,15467.45
2014/1/24,15481.53
2014/1/24,15445.62
2014/1/24,15448.62
2014/1/24,15447.23
2014/1/24,15460.89
2014/1/24,15449.84
2014/1/24,15435.52
2014/1/24,15397.51
2014/1/24,15392.74
2014/1/24,15384.34
2014/1/24,15420.76
2014/1/24,15429.11
2014/1/24,15460.03
2014/1/24,15462.27
2014/1/24,15448.95
2014/1/24,15467.08
2014/1/24,15465.19
2014/1/24,15467.68
2014/1/24,15463.3
2014/1/24,15470.32
2014/1/24,15448.43
2014/1/24,15458.17
2014/1/24,15476.52
2014/1/24,15471.13
2014/1/24,15473.59
2014/1/24,15459.65
2014/1/24,15454.8
2014/1/24,15429.91
2014/1/24,15424.11
2014/1/24,15391.93
2014/1/24,15421.06
2014/1/24,15429.15
2014/1/24,15439.57
2014/1/24,15426.31
2014/1/24,15424.26
2014/1/24,15423.7
2014/1/24,15410.15
2014/1/24,15399.04
2014/1/24,15398.27
2014/1/24,15410.46
2014/1/24,15404.64
2014/1/24,15404.58
2014/1/24,15360.37
2014/1/24,15346.27
2014/1/24,15336.85
2014/1/24,15339.39
2014/1/24,15344.07
2014/1/24,15334.35
2014/1/24,15331.07
2014/1/24,15323.24
2014/1/24,15344
2014/1/24,15298.39
2014/1/24,15302.29
2014/1/24,15290.27
2014/1/24,15318.61
2014/1/24,15373.23
2014/1/24,15391.18
2014/1/24,15391.56
2014/1/27,14981.37
2014/1/27,15000.07
2014/1/27,14983.87
2014/1/27,14967.84
2014/1/27,14989.24
2014/1/27,15024.21
2014/1/27,15008.17
2014/1/27,14998.73
2014/1/27,15003.46
2014/1/27,14973.83
2014/1/27,14983.9
2014/1/27,15014.03
2014/1/27,15015.38
2014/1/27,14986.49
2014/1/27,14968.31
2014/1/27,14965.27
2014/1/27,14979.47
2014/1/27,14990.38
2014/1/27,14982.93
2014/1/27,14992.75
2014/1/27,14982.45
2014/1/27,14983.63
2014/1/27,14978.92
2014/1/27,14972.18
2014/1/27,14975.19
2014/1/27,14987.9
2014/1/27,14991.1
2014/1/27,14994.39
2014/1/27,15004.37
2014/1/27,15009.14
2014/1/27,15009.04
2014/1/27,15021.18
2014/1/27,15019.42
2014/1/27,15030.06
2014/1/27,15057.54
2014/1/27,15063.6
2014/1/27,15056.51
2014/1/27,15042.65
2014/1/27,15044.2
2014/1/27,15064.06
2014/1/27,15062.75
2014/1/27,15075.32
2014/1/27,15057.14
2014/1/27,15052.94
2014/1/27,15037.34
2014/1/27,15043.35
2014/1/27,15048.92
2014/1/27,15040.46
2014/1/27,15050.67
2014/1/27,15018.12
2014/1/27,15010.2
2014/1/27,14991.87
2014/1/27,15021.27
2014/1/27,15031.56
2014/1/27,15039.49
2014/1/27,15032.38
2014/1/27,15006.57
2014/1/27,15006.31
2014/1/27,15001.71
2014/1/27,15016.28
2014/1/27,15012.74
2014/1/27,15005.73
2014/1/28,14988.84
2014/1/28,14984.88
2014/1/28,14996.4
2014/1/28,14989.12
2014/1/28,14995.53
2014/1/28,14987.34
2014/1/28,15009.57
2014/1/28,15006.93
2014/1/28,15027.43
2014/1/28,15023.4
2014/1/28,15029.55
2014/1/28,15048.26
2014/1/28,15016.26
2014/1/28,15013.64
2014/1/28,15034.53
2014/1/28,15059.48
2014/1/28,15065.09
2014/1/28,15064.05
2014/1/28,15075.19
2014/1/28,15087.9
2014/1/28,15081.63
2014/1/28,15061.02
2014/1/28,15066.27
2014/1/28,15042.92
2014/1/28,15042.26
2014/1/28,15011.77
2014/1/28,15014.49
2014/1/28,15041.41
2014/1/28,15031.03
2014/1/28,15018.65
2014/1/28,15020.52
2014/1/28,15051.45
2014/1/28,15034.8
2014/1/28,15047.22
2014/1/28,15055.09
2014/1/28,15039.98
2014/1/28,15034.33
2014/1/28,15032.87
2014/1/28,15026.99
2014/1/28,15030.63
2014/1/28,15037.94
2014/1/28,15037.46
2014/1/28,15031.5
2014/1/28,15011.01
2014/1/28,15025.9
2014/1/28,15034.34
2014/1/28,15057.59
2014/1/28,15049.55
2014/1/28,15059.14
2014/1/28,15032.09
2014/1/28,15026.69
2014/1/28,15021.62
2014/1/28,15018.68
2014/1/28,15020.99
2014/1/28,15009.7
2014/1/28,15004.28
2014/1/28,15011.48
2014/1/28,15033.69
2014/1/28,14999.64
2014/1/28,15008.97
2014/1/28,14988.93
2014/1/28,14980.16
2014/1/29,15205.28
2014/1/29,15204.7
2014/1/29,15248.08
2014/1/29,15230.65
2014/1/29,15246.15
2014/1/29,15230.12
2014/1/29,15232.49
2014/1/29,15210.79
2014/1/29,15221.4
2014/1/29,15222.09
2014/1/29,15199.99
2014/1/29,15208.88
2014/1/29,15235.13
2014/1/29,15233.76
2014/1/29,15244.18
2014/1/29,15239.32
2014/1/29,15229.65
2014/1/29,15237.56
2014/1/29,15222.6
2014/1/29,15234.92
2014/1/29,15239.25
2014/1/29,15247.36
2014/1/29,15247.87
2014/1/29,15248.18
2014/1/29,15245.44
2014/1/29,15245.47
2014/1/29,15240.18
2014/1/29,15250.23
2014/1/29,15241.87
2014/1/29,15241.15
2014/1/29,15240.84
2014/1/29,15328.84
2014/1/29,15311.72
2014/1/29,15294.11
2014/1/29,15298.95
2014/1/29,15281.1
2014/1/29,15288.7
2014/1/29,15289.57
2014/1/29,15285.01
2014/1/29,15299.49
2014/1/29,15289.82
2014/1/29,15289.75
2014/1/29,15291.65
2014/1/29,15294.66
2014/1/29,15293.92
2014/1/29,15297.8
2014/1/29,15321.03
2014/1/29,15323.21
2014/1/29,15332.83
2014/1/29,15342.97
2014/1/29,15330.69
2014/1/29,15312.91
2014/1/29,15302.39
2014/1/29,15301.03
2014/1/29,15320.72
2014/1/29,15335.68
2014/1/29,15334.98
2014/1/29,15342.96
2014/1/29,15339.33
2014/1/29,15352.84
2014/1/29,15378.46
2014/1/29,15383.91
2014/1/30,15025.74
2014/1/30,15011.79
2014/1/30,14995.05
2014/1/30,14981.66
2014/1/30,14971.57
2014/1/30,14927.09
2014/1/30,14887.93
2014/1/30,14925.03
2014/1/30,14929.24
2014/1/30,14921.98
2014/1/30,14895.43
2014/1/30,14896.55
2014/1/30,14860.84
2014/1/30,14888.83
2014/1/30,14878.23
2014/1/30,14903.5
2014/1/30,14910.86
2014/1/30,14898.87
2014/1/30,14902.26
2014/1/30,14878.35
2014/1/30,14870.5
2014/1/30,14881.96
2014/1/30,14895.23
2014/1/30,14888.54
2014/1/30,14880.49
2014/1/30,14895.04
2014/1/30,14881.97
2014/1/30,14888.28
2014/1/30,14876.93
2014/1/30,14871.4
2014/1/30,14872.38
2014/1/30,14932.24
2014/1/30,14938
2014/1/30,14919.79
2014/1/30,14982.37
2014/1/30,14992.87
2014/1/30,14998.36
2014/1/30,14993.06
2014/1/30,14983.26
2014/1/30,14985
2014/1/30,14987.82
2014/1/30,14954.82
2014/1/30,14958.3
2014/1/30,14966.84
2014/1/30,14970.3
2014/1/30,14940.01
2014/1/30,14953.58
2014/1/30,14942.92
2014/1/30,14966.61
2014/1/30,14977.82
2014/1/30,14967.27
2014/1/30,14951.19
2014/1/30,14921.94
2014/1/30,14916.81
2014/1/30,14901.27
2014/1/30,14921.62
2014/1/30,14919.13
2014/1/30,14926.95
2014/1/30,14930.65
2014/1/30,14997.29
2014/1/30,15002.72
2014/1/30,15007.06
2014/1/31,15125.51
2014/1/31,15113.59
2014/1/31,15087.1
2014/1/31,15103.45
2014/1/31,15097.41
2014/1/31,15122.57
2014/1/31,15133.74
2014/1/31,15118.09
2014/1/31,15115.34
2014/1/31,15107.12
2014/1/31,15107.67
2014/1/31,15103.93
2014/1/31,15130.67
2014/1/31,15103.6
2014/1/31,15105.51
2014/1/31,15072.23
2014/1/31,15078.53
2014/1/31,15056.4
2014/1/31,15057.27
2014/1/31,15069.1
2014/1/31,15076.2
2014/1/31,15055.31
2014/1/31,15040.31
2014/1/31,15032.31
2014/1/31,15013.8
2014/1/31,15030.8
2014/1/31,15028.89
2014/1/31,15025.51
2014/1/31,15025.12
2014/1/31,15025.44
2014/1/31,15029.36
2014/1/31,14984.25
2014/1/31,14934.03
2014/1/31,14928.8
2014/1/31,14857.39
2014/1/31,14890.09
2014/1/31,14888.09
2014/1/31,14864.57
2014/1/31,14852.8
2014/1/31,14872.61
2014/1/31,14876.14
2014/1/31,14852.59
2014/1/31,14810.93
2014/1/31,14836.63
2014/1/31,14859.67
2014/1/31,14875.87
2014/1/31,14848.55
2014/1/31,14852.16
